file,0,1
data/digits/original/unknown\0.png,0.40154093503952026,0.0010779781732708216
data/digits/original/unknown\1.png,0.0015506147174164653,0.4891122579574585
data/digits/original/unknown\2.png,1.925035030581057e-05,0.0001159651146735996
data/digits/original/unknown\3.png,4.9984941142611206e-05,0.0007729355711489916
data/digits/original/unknown\4.png,2.59102080235607e-07,1.141599022957962e-05
data/digits/original/unknown\5.png,0.0003357137320563197,2.0383253286127e-05
data/digits/original/unknown\6.png,0.0010005064541473985,0.00042054857476614416
data/digits/original/unknown\7.png,7.066227408358827e-05,1.7230988305527717e-05
data/digits/original/unknown\8.png,0.001463195076212287,0.0009856740944087505
data/digits/original/unknown\9.png,6.0900452808709815e-05,0.002233881503343582
